name_common,player_ID,G_tot,WAA_tot,WAA_off_tot,WAA_def_tot,WAR_tot,G_best,WAA_best,WAA_off_best,WAA_def_best,WAR_best,WAA_p162,WAA_off_p162,WAA_def_p162,WAR_p162,WAA_med,WAA_off_med,WAA_def_med,WAR_med,WAA_t7,WAA_off_t7,WAA_def_t7,WAR_t7
Jose Hernandez,hernajo01,1587,-2.37,-6.04,8.38,13.27,152,2.66,1.59,1.86,4.46,-0.24192816635160683,-0.6165595463137996,0.8554253308128545,1.354593572778828,0.12,-0.17500000000000002,0.595,1.48,0.8014285714285715,0.4057142857142857,0.8500000000000001,2.097142857142857
Jose Iglesias,iglesjo01,656,0.7,-0.5499999999999999,4.89,8.959999999999999,137,0.61,0.66,1.13,2.17,0.17286585365853657,-0.1358231707317073,1.207591463414634,2.212682926829268,-0.075,-0.06,1.01,1.6099999999999999,0.09999999999999999,-0.07857142857142856,0.6985714285714286,1.28
Jose Lind,lindjo01,1044,-9.29,-12.93,6.57,3.85,154,1.57,0.38,1.42,3.53,-1.4415517241379308,-2.0063793103448275,1.0194827586206896,0.5974137931034482,-1.55,-1.675,0.97,0.37,-0.4885714285714286,-0.9585714285714286,0.7828571428571428,0.9342857142857143
Jose Lopez,lopezjo01,1036,-4.39,-6.38,4.34,10.02,159,1.3,0.81,1.38,3.71,-0.6864671814671814,-0.9976447876447876,0.6786486486486486,1.5668339768339767,-0.17,-0.35,0.83,2.14,-0.37857142857142856,-0.7057142857142857,0.6342857142857142,1.47
Jose Macias,maciajo01,659,-4.06,-4.39,0.8899999999999999,1.8200000000000003,137,1.07,0.47,0.91,2.99,-0.9980576631259483,-1.0791805766312594,0.21878603945371775,0.4474051593323218,0.33000000000000007,-0.13,0.75,1.8900000000000001,-0.58,-0.6271428571428571,0.12714285714285714,0.26
Jose Martinez,martijo08,270,0.14999999999999997,2.25,-3.31,3.06,152,0.49,1.19,-0.13,1.49,0.08999999999999998,1.3499999999999999,-1.986,1.8359999999999999,-0.4,0.89,-2.07,1.49,0.04999999999999999,0.75,-1.1033333333333333,1.02
Jose Offerman,offerjo01,1651,-4.21,2.3000000000000003,-3.16,17.04,158,2.93,3.2,0.34,5.31,-0.4130950938824955,0.2256814052089643,-0.31006662628709875,1.6720048455481527,0.11499999999999999,0.62,-0.115,2.21,0.6471428571428571,1.0471428571428572,-0.03999999999999999,2.644285714285714
Jose Oquendo,oquenjo01,1190,1.3899999999999995,-5.3,10.25,13.59,163,3.28,1.01,2.83,5.39,0.18922689075630245,-0.7215126050420168,1.3953781512605044,1.8500672268907563,0.57,-0.28,1.15,1.98,0.6685714285714286,-0.21,1.1714285714285715,2
Jose Pagan,paganjo01,1326,-9.209999999999999,-5.66,0.9400000000000002,5.73,164,0.19,0.52,1.62,2.47,-1.1252036199095021,-0.6914932126696833,0.11484162895927603,0.7000452488687784,-1.03,-0.7250000000000001,0.43,0.925,-0.35285714285714287,-0.24,0.34285714285714286,1.1442857142857144
Jose Peraza,perazjo01,379,-3.15,-1.13,-0.47000000000000003,1.4499999999999997,157,0.16,0.51,0.51,2.26,-1.346437994722955,-0.48300791556728223,-0.2008970976253298,0.6197889182058046,-1.0899999999999999,-0.605,0.19,0.7699999999999999,-0.7875,-0.2825,-0.11750000000000001,0.36249999999999993
Jose Pirela,pireljo01,288,-2.11,-1.98,-0.45,0.99,146,0.9,0.61,-0.01,1.99,-1.186875,-1.11375,-0.25312500000000004,0.556875,-1.58,-1.59,-0.02,-0.06,-0.422,-0.396,-0.09000000000000001,0.19799999999999998
Jose Ramirez,ramirjo01,641,13.129999999999999,10.96,4,22.02,157,5.59,5.14,1.1,7.86,3.318346333853354,2.7699219968798756,1.0109204368174727,5.565117004680188,4.63,4.15,0.83,6.87,2.1883333333333335,1.8266666666666667,0.6666666666666666,3.67
Jose Reyes,reyesjo01,1877,11.870000000000001,20.81,0.39999999999999974,35.98,161,3.85,4.46,1.9,5.86,1.0244752264251467,1.7960681939264784,0.03452317527970163,3.1053596164091632,1.07,2.47,0.19,3.18,2.2642857142857142,2.7485714285714287,0.2928571428571428,4.1571428571428575
Jose Uribe,uribejo01,1038,-2.5500000000000003,-5.51,8.92,8.72,157,1.88,0.88,2.68,3.04,-0.3979768786127168,-0.8599421965317918,1.3921387283236994,1.3609248554913296,-0.58,-1.21,0.91,1.3,0.059999999999999984,-0.5185714285714286,1.3071428571428572,1.4314285714285715
Jose Valentin,valenjo03,1678,10.45,4.53,13.55,31.62,154,2.74,1.88,2.17,4.9,1.0088796185935636,0.437342073897497,1.3081644815256257,3.052705601907032,1.41,0.62,1.01,3.27,1.8271428571428572,0.9171428571428571,1.5142857142857142,3.592857142857143
Jose Vidro,vidrojo01,1418,-0.4399999999999996,6.0200000000000005,-5.8100000000000005,17.26,153,3.31,2.97,0.75,5.3,-0.05026798307475312,0.6877574047954866,-0.6637658674188999,1.9718758815232722,0.65,1.28,-0.23,2.25,1.0671428571428572,1.44,-0.2671428571428572,2.8714285714285714
Jose Vizcaino,vizcajo01,1820,-11.06,-9.58,4.86,7.039999999999999,151,0.68,0.69,1.76,2.53,-0.9844615384615385,-0.8527252747252747,0.4325934065934066,0.6266373626373626,0.06,-0.11,0.5700000000000001,1.8499999999999999,-0.10142857142857141,-0.07142857142857145,0.5071428571428571,1.4228571428571428
Josh Barfield,barfijo02,309,-0.9299999999999998,-1.39,1.19,2.57,150,1.32,0.84,0.82,3.05,-0.48757281553398046,-0.7287378640776698,0.623883495145631,1.347378640776699,-0.19999999999999996,-0.53,0.675,1.4549999999999998,-0.23249999999999996,-0.3475,0.2975,0.6425
Josh Bell,belljo02,352,-2.27,-0.98,-3.12,2.0300000000000002,159,-0.24,-0.01,-0.21,1.72,-1.044715909090909,-0.4510227272727273,-1.435909090909091,0.9342613636363638,-0.66,-0.43,-1.04,1.25,-0.7566666666666667,-0.32666666666666666,-1.04,0.6766666666666666
Josh Clarke,clarkjo02,223,-0.7,-0.48,-1.41,2.58,131,0.02,0.26,-0.03,2.02,-0.5085201793721973,-0.3486995515695067,-1.024304932735426,1.8742600896860988,-0.04,-0.22,-0.73,2.02,-0.13999999999999999,-0.096,-0.28200000000000003,0.516
Josh Devore,devorjo01,601,-3.7,-0.42000000000000015,-5.8100000000000005,3.01,149,-0.02,0.61,-0.01,2.04,-0.9973377703826956,-0.11321131447587358,-1.5660898502495841,0.8113477537437603,-0.14500000000000002,0.44999999999999996,-1.335,1.7149999999999999,-0.5285714285714286,-0.06000000000000002,-0.8300000000000001,0.43
Josh Donaldson,donaljo02,883,25.62,19.97,7.49,38.449999999999996,158,6.2,5.04,2.68,8.54,4.700385050962628,3.663805209513024,1.3741562853907137,7.054246885617213,5.34,4.535,1.675,7.63,3.7185714285714284,2.895714285714286,1.082857142857143,5.534285714285714
Josh Hamilton,hamiljo03,1027,13.32,14.14,-2.6700000000000004,28.28,156,6.66,5.5,0.83,8.71,2.101110029211295,2.230457643622201,-0.42116845180136325,4.460915287244402,1.98,2.7,-0.56,4.01,2.0357142857142856,2.138571428571429,-0.34285714285714286,3.8971428571428572
Josh Harrison,harrijo05,842,4.42,1.04,4.5600000000000005,13.89,143,3.7,2.12,1.59,5.45,0.8504038004750594,0.20009501187648457,0.8773396674584324,2.6724228028503565,1.61,0.8,1.12,3.29,0.77,0.23285714285714287,0.6828571428571429,2.0014285714285713
Josh Reddick,reddijo01,1054,10.19,3.16,3.21,23.98,156,2.43,2.04,1.08,4.58,1.5662049335863377,0.48569259962049344,0.4933776091081594,3.6857305502846303,1.915,1.1600000000000001,-0.039999999999999994,4,1.5585714285714287,0.6714285714285715,0.4514285714285714,3.2271428571428573
Josh Willingham,willijo03,1147,3.8,6.84,-7.8999999999999995,18.759999999999998,145,1.5,2.47,0.69,3.32,0.5367044463818658,0.9660680034873583,-1.1157802964254577,2.6496251089799476,0.44,0.86,-0.97,2.27,0.79,1.0742857142857143,-0.8242857142857143,2.492857142857143
Juan Beniquez,beniqju01,1500,-7.2,-6.77,-2.54,10,145,1.38,0.84,2.56,3.23,-0.7776,-0.7311599999999999,-0.27432,1.08,0.525,-0.31,0.08500000000000002,2.065,0.5257142857142857,-0.14142857142857143,0.4928571428571429,1.9157142857142857
Juan Bonilla,bonilju01,429,-3.07,-2.9,1.18,2.35,152,0.75,0.09,0.85,1.41,-1.1593006993006991,-1.095104895104895,0.44559440559440555,0.8874125874125873,-1.29,-1.64,0.85,0.84,-0.5116666666666667,-0.48333333333333334,0.19666666666666668,0.39166666666666666
Juan Encarnacion,encarju01,1259,-7.54,-4.8,-5.59,8.73,156,0.46,0.86,0.9,2.2,-0.970198570293884,-0.6176330420969023,-0.7192851469420174,1.123320095313741,-0.93,-0.9450000000000001,-0.46499999999999997,0.815,-0.39142857142857146,-0.34,-0.31285714285714283,1.2685714285714287
Juan Francisco,francju02,404,-2.6100000000000003,-1.4100000000000001,-1.48,0.89,124,0.46,0.36,0.22,0.56,-1.0465841584158417,-0.5653960396039605,-0.5934653465346534,0.35688118811881187,-1.9100000000000001,-1.06,-1.23,-0.67,-0.43500000000000005,-0.23500000000000001,-0.24666666666666667,0.14833333333333334
Juan Gonzalez,gonzaju03,1689,13.68,19.18,-11.59,38.660000000000004,155,4.39,4.69,0.3,6.49,1.312113676731794,1.8396447602131438,-1.111651865008881,3.7080639431616347,1.7650000000000001,2.525,-1.2850000000000001,3.8600000000000003,2.0242857142857145,2.685714285714286,-1.1571428571428573,4.17
Juan Lagares,lagarju01,583,6.99,-2.13,10.01,12.83,143,3.81,0.93,3.3,5.25,1.9423327615780446,-0.5918696397941681,2.781509433962264,3.5651114922813036,0.56,-1.105,1.8699999999999999,1.975,1.165,-0.355,1.6683333333333332,2.138333333333333
Juan Pierre,pierrju01,1994,-7.75,-5.86,-1.9600000000000002,17.13,162,1.75,1.81,1.16,3.86,-0.6296389167502507,-0.47608826479438315,-0.15923771313941826,1.391705115346038,-0.14,-0.02,0.01,1.21,0.5157142857142857,0.36142857142857143,0.29857142857142854,2.3785714285714286
Juan Rivera,riverju01,1058,-3.8,-5.96,-2.23,9.22,138,1.78,1.04,1.06,3.81,-0.5818525519848772,-0.9125897920604915,-0.34145557655954634,1.4117580340264653,0.71,-0.26,0.18,2,0.34285714285714286,-0.2742857142857143,0.20571428571428574,1.6514285714285715
Juan Samuel,samueju01,1720,-4.680000000000001,6.890000000000001,-8.86,16.97,161,1.39,2.22,0.53,3.72,-0.4407906976744187,0.6489418604651164,-0.8344883720930233,1.5983372093023256,0.6000000000000001,1.085,-0.595,2.785,0.5757142857142857,1.2657142857142858,-0.3114285714285714,2.5214285714285714
Juan Uribe,uribeju01,1826,1.74,-6.77,15.38,23.82,155,2.76,1.35,2.08,4.13,0.15437020810514787,-0.6006243154435925,1.3644906900328588,2.1132749178532313,-0.0050000000000000044,-0.07500000000000001,1.3199999999999998,1.8399999999999999,1.5842857142857143,0.6128571428571429,1.3542857142857143,3.0114285714285716
Julian Javier,javieju01,1622,-9.09,-7.859999999999999,3.34,13.82,161,1.23,1.55,1.36,3.11,-0.9078791615289766,-0.7850308261405672,0.3335881627620222,1.3802959309494454,-0.6,-0.415,0.23,1.685,-0.06000000000000001,-0.05285714285714283,0.4057142857142857,2.0385714285714287
Julio Borbon,borboju01,294,-1.21,-1.61,0.5099999999999999,1.9100000000000001,137,0.12,0.33,1.42,1.52,-0.666734693877551,-0.8871428571428571,0.28102040816326523,1.0524489795918368,-0.19,-1.25,1.42,1.52,-0.242,-0.322,0.10199999999999998,0.382
Julio Cruz,cruzju01,1156,2.59,-3.14,10.290000000000001,16.93,160,1.63,1.22,2.89,3.16,0.3629584775086505,-0.4400346020761246,1.4420242214532875,2.3725432525951557,0.36,-0.5,1.505,2.365,0.61,-0.08142857142857143,1.2357142857142858,2.307142857142857
Julio Franco,francju01,2527,12.26,17.2,-2.79,43.54,160,4.49,4.82,1.83,6.78,0.7859596359319351,1.1026513652552432,-0.17886030866640285,2.791246537396122,0.24,0.87,-0.16,2.27,2.45,2.5514285714285716,0.17142857142857143,4.395714285714286
Julio Gotay,gotayju01,389,-3.09,-2.78,1.0000000000000002,0.7800000000000001,127,0.47,0.17,1.6,0.87,-1.2868380462724935,-1.1577377892030847,0.41645244215938315,0.3248329048843188,-0.74,-1.66,1.6,0.8,-0.038571428571428576,-0.23285714285714285,0.35000000000000003,0.40285714285714286
Julio Lugo,lugoju01,1352,-4.38,1.59,0.5900000000000001,13.52,158,1.95,2.49,0.99,4.35,-0.5248224852071006,0.19051775147928995,0.07069526627218936,1.62,0.29500000000000004,0.795,0.7150000000000001,2.1500000000000004,0.19428571428571428,0.4085714285714286,0.49428571428571433,2.1
Jumbo Davis,davisju01,453,1.01,2.5300000000000002,-0.11000000000000004,5.2,130,2.16,2.33,0.59,3.32,0.36119205298013246,0.9047682119205299,-0.03933774834437088,1.8596026490066226,1.565,1.525,0.47,2.7199999999999998,0.1442857142857143,0.36142857142857143,-0.01571428571428572,0.7428571428571429
Jung Ho Kang,kangju01,232,3.81,3.5300000000000002,0.91,6.47,126,2.5,2.1,0.89,3.98,2.660431034482759,2.4649137931034484,0.6354310344827587,4.517844827586207,2.5,2.1,0.89,3.98,1.27,1.1766666666666667,0.30333333333333334,2.1566666666666667
Junior Felix,felixju01,585,-2.0100000000000002,0.18999999999999995,-2.83,6,139,0.95,0.93,0.1,2.49,-0.5566153846153846,0.0526153846153846,-0.7836923076923077,1.6615384615384614,-0.4,-0.07,-0.325,1.495,-0.335,0.031666666666666655,-0.4716666666666667,1
Junior Spivey,spiveju01,457,2.87,2.08,1.8599999999999999,8.21,143,2.05,2.43,1.2,3.92,1.0173741794310722,0.7373304157549234,0.659343544857768,2.910328227571116,2.05,2.43,-0.03,3.92,0.5740000000000001,0.41600000000000004,0.372,1.642
Jurickson Profar,profaju01,352,-2.45,-1.48,-0.4799999999999999,2.0599999999999996,146,0.01,1.02,0.2,2.03,-1.1275568181818183,-0.6811363636363637,-0.2209090909090909,0.9480681818181816,0.01,1.02,-0.57,2.03,-0.49,-0.296,-0.09599999999999999,0.412
Justin Bour,bourju01,507,-0.92,0.5199999999999999,-3.91,4.7299999999999995,141,0.96,1.17,-0.16,2.31,-0.29396449704142014,0.16615384615384612,-1.2493491124260354,1.511360946745562,-0.99,-0.395,-1.255,0.5199999999999999,-0.184,0.10399999999999998,-0.782,0.946
Justin Maxwell,maxweju01,441,-1.1700000000000002,-1.72,-0.22999999999999995,2.62,124,1.14,0.41,0.56,2.21,-0.429795918367347,-0.6318367346938775,-0.08448979591836733,0.9624489795918367,1.14,0.41,0.56,2.21,-0.16714285714285715,-0.24571428571428572,-0.03285714285714285,0.37428571428571433
Justin Morneau,morneju01,1545,4.9,2.55,-6.22,27.240000000000002,163,3.49,2.65,0.42,4.74,0.5137864077669904,0.26737864077669904,-0.6521941747572816,2.8562330097087383,0.94,0.56,-0.575,3.015,1.4628571428571429,1.1157142857142857,-0.41000000000000003,3.5214285714285714
Justin Ruggiano,ruggiju01,483,-2.5,-0.61,-2.56,2.3,128,1.3,1.24,0.47,2.27,-0.8385093167701864,-0.20459627329192548,-0.8586335403726708,0.7714285714285714,-1.31,-0.66,-0.58,0.21,-0.05428571428571428,-0.009999999999999998,-0.10571428571428569,0.48857142857142855
Justin Smoak,smoakju01,1129,-7.64,-5.71,-7.37,6.8,158,1.02,0.94,-0.03,3.22,-1.0962621789193976,-0.8193268379096545,-1.0575199291408326,0.9757307351638618,-0.79,-0.38,-0.84,0.97,-0.6014285714285714,-0.42571428571428577,-0.8242857142857143,1.1185714285714285
Justin Turner,turneju01,937,13.799999999999999,13.28,1.89,24.14,151,4.04,3.44,0.94,5.75,2.3859124866595516,2.296008537886873,0.3267662753468516,4.173617929562433,2.78,2.1,0.78,4.74,2.294285714285714,1.9214285714285715,0.52,3.468571428571429
Justin Upton,uptonju01,1634,13.26,11.76,-5.16,34.99,159,3.4699999999999998,3.05,0.31000000000000005,5.67,1.3146389228886168,1.1659241126070992,-0.5115789473684211,3.469020807833538,1.395,1.5750000000000002,-0.38,3.4699999999999998,2.105714285714286,1.957142857142857,-0.47428571428571425,4.135714285714285
Kal Daniels,danieka01,727,7.85,11.46,-6.390000000000001,16.88,140,3.5,3.22,-0.19,5.58,1.7492434662998624,2.5536726272352133,-1.4239064649243467,3.761430536451169,2.66,3.1,-1,4.3,1.1214285714285714,1.6371428571428572,-0.9128571428571429,2.4114285714285715
Kazuo Matsui,matsuka01,630,-2.35,-1.6600000000000001,1.0899999999999999,5.300000000000001,132,2.09,1.06,1.63,3.43,-0.6042857142857143,-0.4268571428571429,0.28028571428571425,1.362857142857143,-1.25,-1.25,0.3,0.38,-0.33571428571428574,-0.23714285714285716,0.1557142857142857,0.7571428571428572
Keith Ginter,ginteke01,325,-1.94,0.67,-2.1,1.54,127,0.26,1.21,0.1,1.59,-0.9670153846153846,0.3339692307692308,-1.046769230769231,0.7676307692307692,-0.89,0.74,-1.42,0.37,-0.3233333333333333,0.11166666666666666,-0.35,0.25666666666666665
Keith Hernandez,hernake01,2088,31.98,17.9,1.2599999999999998,60.35,161,5.36,3.88,0.94,7.6,2.481206896551724,1.3887931034482757,0.09775862068965516,4.682327586206896,2.71,1.25,0.29,5.05,3.6357142857142857,2.22,0.4057142857142857,5.895714285714286
Keith Lockhart,lockhke01,979,-1.9899999999999998,-4.66,3.79,5.98,138,0.8,0.94,1.72,1.86,-0.3292951991828396,-0.7711133810010216,0.627150153217569,0.9895403472931564,-0.095,-1.315,1.47,1.21,0.025714285714285735,-0.4742857142857143,0.6428571428571429,1.01
Keith Moreland,morelke01,1306,-14.12,-5.8,-12,3.4400000000000004,161,0.25,1.39,-0.02,1.84,-1.7514854517611027,-0.7194486983154671,-1.4885145482388975,0.426707503828484,-1.33,-0.6,-1.42,0.52,-0.6485714285714286,0.13428571428571429,-1.0385714285714285,0.9271428571428572
Kelly Gruber,grubeke01,939,5.01,3.61,3.1799999999999997,16.43,158,3.19,2.87,2.09,5.16,0.8643450479233226,0.622811501597444,0.548626198083067,2.8345686900958462,1.99,1.46,0.51,4.18,0.97,0.7785714285714286,0.4442857142857143,2.5185714285714287
Kelly Johnson,johnske05,1399,1.6099999999999999,1.7499999999999998,1.1199999999999999,17.91,154,2.28,2.32,0.84,4.26,0.18643316654753395,0.20264474624731948,0.12969263759828448,2.073924231593996,0.10500000000000004,0.42999999999999994,0.27,2.0250000000000004,0.6314285714285715,0.4928571428571428,0.33,2.361428571428571
Ken Aspromonte,asproke01,475,-3.42,-1.2200000000000002,-0.8399999999999999,1.8099999999999998,121,0.9500000000000001,1.5399999999999998,0.89,2.4699999999999998,-1.1663999999999999,-0.41608421052631583,-0.28648421052631573,0.6173052631578947,0.9500000000000001,1.5399999999999998,-0.17,2.4699999999999998,-0.4885714285714286,-0.17428571428571432,-0.11999999999999998,0.25857142857142856
Ken Berry,berryke01,1384,-0.4799999999999999,-7.76,5.1499999999999995,15.28,157,2.14,1.3,0.95,3.93,-0.05618497109826588,-0.9083236994219652,0.6028179190751444,1.7885549132947975,-0.32,-1.07,0.46,1.6,0.4042857142857143,-0.4714285714285714,0.63,2.1414285714285715
Ken Boyer,boyerke01,2034,31.53,24.57,10.68,62.81,162,5.45,4.29,1.69,7.97,2.5112389380530975,1.9569026548672568,0.8506194690265486,5.002566371681416,3.23,2.355,1.085,5.800000000000001,4.117142857142857,3.105714285714286,1.3642857142857143,6.611428571428571
Ken Caminiti,caminke01,1760,11.32,11.68,1.5899999999999999,33.47,161,5.68,5.58,2.86,7.6,1.0419545454545454,1.075090909090909,0.14635227272727272,3.0807613636363635,1.34,1.65,0.38,3.15,2.5,2.3814285714285712,0.31285714285714283,4.26
Ken Griffey,griffke01,2097,8.51,15.639999999999999,-14.5,34.54,158,2.62,3.78,-0.11,4.59,0.6574248927038626,1.2082403433476394,-1.1201716738197425,2.6683261802575107,0.49,0.9450000000000001,-1.1099999999999999,2.3899999999999997,1.5114285714285713,1.9457142857142855,-0.9657142857142857,3.375714285714286
Ken Griffey Jr.,griffke02,2671,46.78,47.56,2.2,83.83,161,7.62,5.77,3.43,9.7,2.837274429052789,2.8845825533508047,0.13343317109696742,5.0844103332085355,3.62,3.77,0.49,5.51,5.542857142857143,4.664285714285715,1.2185714285714286,7.72
Ken Hamlin,hamlike01,468,-6.21,-4.2299999999999995,0.27,-1.56,140,-0.04,1.12,0.77,1.01,-2.1496153846153847,-1.464230769230769,0.09346153846153847,-0.54,-4.01,-2.19,-0.98,-2.56,-0.8871428571428571,-0.6042857142857142,0.03857142857142857,-0.22285714285714286
Ken Harrelson,harreke01,900,-4.630000000000001,-0.8600000000000001,-8.46,6.63,159,2.86,3.21,-0.05,5.04,-0.8334000000000001,-0.15480000000000002,-1.5228000000000002,1.1934,-0.54,0.009999999999999998,-1.15,1.475,-0.1685714285714286,0.20714285714285713,-0.95,1.237142857142857
Ken Harvey,harveke01,271,-4.14,-3.62,-2.13,-0.35000000000000003,135,-0.21,-0.18,-0.05,0.35,-2.4748339483394832,-2.1639852398523987,-1.2732841328413282,-0.2092250922509225,-1.73,-1.5350000000000001,-0.945,0.059999999999999984,-1.035,-0.905,-0.5325,-0.08750000000000001
Ken Henderson,hendeke01,1444,-2.9,-3.5999999999999996,-3.7699999999999996,14.8,162,2.27,2.4,1.28,4.66,-0.3253462603878116,-0.40387811634349025,-0.422950138504155,1.6603878116343491,1.685,0.99,-0.085,3.505,1.08,0.6485714285714286,0.10857142857142857,2.68
Ken Hubbs,hubbske01,324,-3.9699999999999998,-4.64,1.6099999999999999,1.19,160,-0.23,-0.21,1.46,1.31,-1.9849999999999999,-2.32,0.8049999999999999,0.595,-1.8699999999999999,-2.215,0.8049999999999999,0.655,-1.3233333333333333,-1.5466666666666666,0.5366666666666666,0.39666666666666667
Ken Hunt,huntke01,310,-3.3200000000000003,-2.7699999999999996,-1.13,-0.6200000000000001,149,0.03,0.01,0.03,0.99,-1.7349677419354839,-1.447548387096774,-0.590516129032258,-0.32400000000000007,-0.64,-0.21,-0.57,0.99,-0.5533333333333333,-0.4616666666666666,-0.18833333333333332,-0.10333333333333335
Ken Keltner,keltnke01,1526,14.49,8.15,7.14,33.79,154,4.28,3.05,1.2,6.13,1.538256880733945,0.8652031454783748,0.7579816513761467,3.587142857142857,1.665,0.6950000000000001,0.8300000000000001,3.625,2.24,1.3957142857142857,0.8957142857142857,4.107142857142857
Ken Landreaux,landrke01,1264,-4.9399999999999995,0.24000000000000035,-6.19,10.38,151,1.59,1.61,0.27,3.38,-0.633132911392405,0.03075949367088612,-0.7933386075949368,1.330348101265823,0.045,0.8150000000000001,-0.835,2.02,0.29000000000000004,0.5514285714285715,-0.2942857142857143,1.762857142857143
Ken McMullen,mcmulke01,1583,14.08,6.21,10.8,34.02,160,3.64,2.8,2.28,5.88,1.4409096651926723,0.6355148452305749,1.105243209096652,3.481516108654454,2.2,1.275,1.315,4.325,2.1757142857142857,1.2385714285714287,1.36,4.277142857142858
Ken Oberkfell,oberkke01,1602,3.5100000000000002,0.3400000000000003,5.37,22.400000000000002,151,2.07,1.59,1.16,3.49,0.3549438202247191,0.03438202247191014,0.5430337078651686,2.2651685393258427,1.09,0.26,0.76,2.87,1.4242857142857144,0.8071428571428572,0.8857142857142857,3.13
Ken Phelps,phelpke01,761,1.99,3.18,-5.92,9.35,125,1.42,2.07,0,2.59,0.4236268068331143,0.6769513797634692,-1.2602365308804204,1.9904073587385018,1.025,1.58,-1.4100000000000001,2.4050000000000002,0.5642857142857143,0.7385714285714285,-0.8,1.5285714285714285
Ken Reitz,reitzke01,1344,-19.48,-18.05,1.5299999999999998,-3.11,161,0.07,0.09,1.52,1.23,-2.3480357142857144,-2.175669642857143,0.18441964285714285,-0.3748660714285714,-2.2649999999999997,-1.795,0.16,-0.315,-1.1757142857142857,-1.3485714285714285,0.43,0.18714285714285714
Ken Singleton,singlke01,2082,13.89,20.53,-17.29,41.83,162,3.47,4.63,-0.04,5.67,1.080778097982709,1.597435158501441,-1.3453314121037463,3.25478386167147,1.88,3.2,-1.46,3.99,2.6257142857142854,3.4114285714285715,-1.3814285714285715,4.824285714285715
Ken Walters,walteke01,259,-4.61,-5.14,-0.35000000000000003,-1.83,124,-1.16,-0.73,0.39,-0.34,-2.883474903474904,-3.214980694980695,-0.21891891891891893,-1.1446332046332046,-2.08,-3,0.39,-0.34,-1.5366666666666666,-1.7133333333333334,-0.11666666666666668,-0.61
Ken Williams,willike01,1397,21.759999999999998,19.69,-3.61,42.59,153,5.34,4.71,0.04,7.91,2.52335003579098,2.2833070866141734,-0.4186256263421617,4.938854688618468,2.385,2.29,-0.345,4.525,3.1,2.7471428571428573,-0.21857142857142856,5.22
Ken Wood,woodke01,342,-6.6499999999999995,-5.21,-2.75,-3.31,128,-0.16,-0.16,-0.01,0.41999999999999993,-3.1499999999999995,-2.4678947368421054,-1.3026315789473684,-1.5678947368421052,-3.4,-2.6,-1.23,-2.19,-1.1083333333333334,-0.8683333333333334,-0.4583333333333333,-0.5516666666666666
Kendrys Morales,moralke01,1310,-4.66,-5.64,-8.6,13.44,158,2.13,1.36,0.54,4.34,-0.5762748091603054,-0.6974656488549619,-1.0635114503816794,1.6620458015267177,0.16,0.38,-1.21,2.08,0.25857142857142856,0.18000000000000002,-0.9128571428571428,2.1357142857142857
Kenji Johjima,johjike01,462,-0.8400000000000001,0.48,1.5599999999999998,5.34,144,0.63,1.71,0.96,2.58,-0.2945454545454546,0.16831168831168833,0.547012987012987,1.8724675324675326,0.185,1.065,0.015,2.08,-0.21000000000000002,0.12,0.38999999999999996,1.335
Kenny Lofton,loftoke01,2103,38.38,27.93,15.47,68.34,154,5.56,4.36,2.32,7.6,2.956519258202568,2.1515263908701856,1.19169757489301,5.264422253922968,2.465,1.7149999999999999,0.905,4.365,4.174285714285714,2.7528571428571427,1.8085714285714285,6.194285714285714
Kent Hrbek,hrbekke01,1747,15.04,13.94,-7.65,38.589999999999996,158,3.51,2.54,0.43,5.55,1.394665140240412,1.2926617057813394,-0.7093875214653692,3.5784659416141955,1.08,1.205,-0.595,3.03,2.08,1.8085714285714285,-0.4328571428571429,3.9314285714285715
Keon Broxton,broxtke01,276,1.59,-0.030000000000000013,1.9300000000000002,4.09,143,1.36,0.35,1.34,2.05,0.9332608695652175,-0.01760869565217392,1.1328260869565219,2.4006521739130435,-0.97,-0.24,-0.47,0.47,0.3975,-0.007500000000000003,0.48250000000000004,1.0225
Kerry Robinson,robinke02,463,-2.93,-2.97,-0.8899999999999999,-0.49,124,0.66,0.09,0.59,1.28,-1.025183585313175,-1.0391792656587475,-0.31140388768898486,-0.17144708423326135,-0.49,-0.89,0.14,0.1,-0.4185714285714286,-0.42428571428571427,-0.12714285714285714,-0.07
Ketel Marte,marteke01,402,1.8099999999999998,0.7799999999999999,2.94,6.949999999999999,153,1.42,1.21,1.17,3.28,0.7294029850746269,0.3143283582089552,1.184776119402985,2.800746268656716,1.42,0.78,1.17,3.28,0.45249999999999996,0.19499999999999998,0.735,1.7374999999999998
Kevin Bass,basske01,1571,-2.8400000000000003,-2.98,-5.23,14.82,157,3.07,1.8,0.73,5.28,-0.2928580521960535,-0.30729471674092934,-0.5393125397835773,1.5282240611075746,0.07,0.13,-0.27,2.12,0.8914285714285713,0.6028571428571429,-0.14714285714285713,2.4914285714285715
Kevin Elster,elsteke01,940,-4.43,-3.65,4.49,6.17,157,0.65,0.41,1.9,2.29,-0.763468085106383,-0.6290425531914894,0.7738085106382979,1.063340425531915,-0.32,-0.31,0.95,1.43,-0.20857142857142857,-0.23857142857142857,0.6357142857142857,1.0057142857142858
